NIT;Razon_Social;Resolucion;Fecha
800125313;SUMMAR PROCESOS S.A.S;10674;10/05/2009
800138541;MICROCOM COMUNICACIÓN Y SEGURIDAD LTDA;933;1/29/2009
800098622;TECNOLOGIA INFORMATICA LTDA;13860;12/18/2009
800117874;AUTOMOTORA LEMUS CEPEDA Y CIA S EN C.;6270;6/12/2009
800092777;GRUPO NOVA S.A;8393;8/11/2009
800064192;DISPROVEN LTDA;166;1/08/2009
800028458;FUNDACION INSTITUTO PARA LA EXPORTACION Y LA MODA;12982;12/01/2009
800021390;GEO MATRIX S.A;7241;7/10/2009
800251760;BIOTOSCANA FARMA S.A;395;1/16/2009
805002966;VIDRIOS TEMPLADOS DE OCCIDENTE S.A.S.;7212;7/09/2009
800248701;BENAVIDES MELO S.A.;9507;9/07/2009
800242106;SODIMAC COLOMBIA S.A.;931;1/29/2009
800241958;HEWLETT PACKARD COLOMBIA LTDA;8548;8/13/2009
800213511;ESPECIALIDADES OFTALMOLOGICAS S.A.;11684;10/28/2009
800192101;COLOMBIAN MEDICARE LTDA.;8544;8/13/2009
800174135;EL PORTON DEL OVIEDO S.A.;13612;12/15/2009
800186284;ZONA FRANCA INDUSTRIAL DE BIENES Y DE SERVICIOS DE BARRANQUILLA S.A. USUARIO OPERADOR DE ZONA FRANCA;6773;6/25/2009
800157130;C.I. AGROFRUT S.A.;2116;2/25/2009
800161555;HARINERA INDUPAN S.A.;9506;9/07/2009
800166833;MERQUELLANTAS S.A.;12684;11/23/2009
819003962;OPERADORA DE CARBON DE SANTA MARTA LTDA CARBOSAN LTDA;10343;9/24/2009
811039929;INDUSTRIAL SOLUTIONS COLOMBIA S.A.;3907;4/17/2009
811046078;DILASER S.A.;3908;4/17/2009
811025289;NOVAVENTAS S.A.S;11988;11/06/2009
811031208;CODIPLAX S.A.;7239;7/10/2009
811031313;CASAMAGNA S.A.;10827;10/07/2009
811016822;COORDINADORA DE TANQUES S.A.S.;2554;3/10/2009
809000555;AGROINDUSTRIALES DEL TOLIMA S.A.;3350;3/31/2009
805014351;VENUS COLOMBIANA S.A.;11989;11/06/2009
830073570;INNOVATEQ S.A.;167;1/08/2009
830058056;OMD COLOMBIA S.A.;5732;6/01/2009
830062005;EPLAX S.A.;12984;12/01/2009
830040767;SKY ELECTRONICS ZONA FRANCA LIMITADA;7242;7/10/2009
830045040;AQSERV LTDA;6268;6/12/2009
830043424;LABORATORIOS CONTECON URBAR S.A.S;934;1/29/2009
811036875;SERVICIOS GENERALES SURAMERICANA SAS;10344;9/24/2009
860001619;AVE COLOMBIANA LTDA;12979;12/01/2009
830136865;ARENA COMMUNICATIONS COLOMBIA S.A.;268;1/14/2009
830113035;PISA FARMACEUTICA DE COLOMBIA S.A.;9508;9/07/2009
830113435;BROOM COLOMBIA S.A.;8394;8/11/2009
830079716;CEVA FREIGHT MANAGEMENT DE COLOMBIA LTDA;3354;3/31/2009
830087832;INVERSIONES HOTELERAS ROSALES S.A.;13613;12/15/2009
830087275;POLIMERICA S.A.;169;1/08/2009
860076598;ELECTRO ALIANZA LIMITADA;397;1/16/2009
860026428;KOYOMAD PRODUCTOS CARNICOS S.A. KOYOMAD S.A.;8546;8/13/2009
860030828;FERRETERIA INDUSTRIAL S.A.;989;1/30/2009
890207037;AGROPECUARIA ALIAR S.A.;6770;6/25/2009
860506831;BIOTRONITECH COLOMBIA S.A.;8543;8/13/2009
890906793;LABORATORIO MEDICO ECHAVARRIA S.A.;10345;9/24/2009
900047189;HUSQVARNA COLOMBIA S.A.;13862;12/18/2009
900017447;FALABELLA DE COLOMBIA S.A.;8547;8/13/2009
900081294;CERAMICA SAN LORENZO COLOMBIA S.A.;5152;5/18/2009
900081359;ADUANAS ML S.I.A. S.A.;990;1/30/2009
900081360;SERVICIOS NACIONAL DE CHOCOLATES S.A.S.;11987;11/06/2009
900093075;MAGNUN ZONA FRANCA S.A.;11046;10/13/2009
900103963;CENTROGRAL S.A.;650;1/23/2009
900114897;SANTA MARTA INTERNATIONAL TERMINAL COMPANY S.A.;11683;10/28/2009
900136519;DANONE ALQUERIA S.A.;418;1/19/2009
890401842;FERROCEM-ALQUIMAR S.A. FERROALQUIMAR S.A.;3345;3/31/2009
890917557;HOMBRE Y PERRO DE COLOMBIA LIMITADA DOGMAN DE COL. LTDA;4453;4/30/2009
890502572;ARROCERA GELVEZ S.A.;13205;12/03/2009
900254020;LISTODO S.A.;12983;12/01/2009
900154988;K - C ANTIOQUIA GLOBAL LTDA.;14083;12/28/2009
900155107;EASY COLOMBIA S.A.;12688;11/23/2009
900163861;JANUS LTDA;7240;7/10/2009
900170865;GROUP 4 SECURICOR TRANSPORTADORA DE VALORES LTDA.;6768;6/25/2009
900189945;TEJAS Y TANQUES DE COLOMBIA S.A.;3351;3/31/2009
900211167;SANTA ANITA NAPOLES S.A.;3904;4/17/2009
900234565;VIDRIO ANDINO COLOMBIA LTDA;12308;11/13/2009
890505326;LADRILLERA CASABLANCA S.A.;13204;12/03/2009
890805053;JORGE E. JARAMILLO V Y CIA LIMITADA;8549;8/13/2009
800236839;VIAJES CIRCULAR SAS;12309;11/13/2009
891200162;PUYO S.A.;2555;3/10/2009
890939199;AT MEDICAS S.A.;5733;6/01/2009
890939936;SOCIEDAD MEDICA DE RIONEGRO S.A.;4452;4/30/2009
890922036;TIPALMA LTDA;12980;12/01/2009
890981683;CORPORACION DE FOMENTO ASISTENCIAL DEL HOSPITAL UNIVERSITARIO SAN VICENTE DE PAUL;11990;11/06/2009
900079775;GOLOSINAS TRULULU S.A. (antes - DIVCO SA);6772;6/25/2009
860065726;SUMINISTROS INDUSTRIALES DE COLOMBIA LTDA;12683;11/23/2009
830015923;INTERVET COLOMBIA LTDA;875;2/01/2011
800151545;"IMPORTADORA ELECTRONICA S.A. ""IMPORTRONIC""";6006;6/23/2010
800120851;LABORATORIOS METLEN PHARMA S.A.;6001;6/23/2010
800108330;SERVIPERFILES LTDA;2967;4/05/2010
800098565;CIMETAL S.A.;6037;6/23/2010
800101399;DOMESA DE COLOMBIA S.A;374;1/19/2010
800118334;BELLEZA EXPRESS S.A;1339;2/16/2010
800084048;SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A - TCBUEN;10400;10/07/2010
800038703;INVERSIONES CADENA BALLESTEROS S.A.S;13454;12/15/2010
860038298;FABRICACIONES ELECTROMECANICAS LTDA F E M;11336;11/03/2010
860034594;BANCO COLPATRIA MULTIBANCA COLPATRIA S.A.;12144;11/19/2010
800247852;COMPAÑÍA OPERADORA PORTUARIA CAFETERA S.A.;12238;11/23/2010
800215494;MARCALI INTERNACIONAL S.A.;10398;10/07/2010
800215496;MARKIA S.A.;7264;7/28/2010
800232283;COMPAÑÍA DE PLASTICOS SEUL S.A. COMPLASESA;373;1/19/2010
800222753;SISTEMAS GESTION Y CONSULTORIA ALFA GL SA;1543;2/19/2010
800190665;COMERCIALIZADORA S Y E. Y CIA S.A.;8405;8/24/2010
800199453;SOLUCIONES INMEDIATAS S.A.;13586;12/17/2010
800174851;SOCIEDAD MEDICO QUIRURGICA NUESTRA SEÑORA DE BELEN DE FUSAGASUGA LIMITADA;5199;6/01/2010
800182442;GRUPO UNION PALOQUEMAO SOCIEDAD ANONIMA GRUNIPAL S.A.;13456;12/15/2010
800186656;C.I DISTRIHOGAR S.A.S;12146;11/19/2010
800156889;DISTRIBUIDORA KIRAMAR S.A;7224;7/27/2010
800170737;INTERNACIONAL FERRETERIA LIMITADA.;10395;10/07/2010
815001444;DISTRIYA LTDA.;12239;11/23/2010
815002042;PGI COLOMBIA LTDA.;2017;3/04/2010
816003186;COMERCIALIZADORA HOMAZ S.A.;6032;6/23/2010
817000823;FRIOMIX DEL CAUCA S.A.;13589;12/17/2010
811044289;GRANPAPEL S.A.S;12240;11/23/2010
812000025;CENOR S.A;5207;6/01/2010
811032919;INDUSTRIAS MEDICAS SAMPEDRO S.A.;5218;6/01/2010
890900281;INDUSTRIAS HACEB S.A.;11333;11/03/2010
811015511;BODEGAS PISENDE S.A.;6033;6/23/2010
811017434;JEN COLOMBIA S.A.;6002;6/23/2010
811005902;PORTATIL S.A.;6132;6/25/2010
811006765;UCAYALI S.A.S.;7266;7/28/2010
806015647;COMPULAGO LTDA.;10397;10/07/2010
805013591;ANGEL DIAGNOSTICA S.A.;5219;6/01/2010
805027231;GRUPO FACTORING DE OCCIDENTE S.A.;5200;6/01/2010
830072490;METROCUADRADO COM S.A.;3130;4/08/2010
830075976;TYCO SERVICES S.A.;10396;10/07/2010
830041054;DIEBOLD COLOMBIA S.A.;8407;8/24/2010
830045523;AGENCIA DE ADUANAS INTERBLUE S. A. NIVEL 1;6029;6/23/2010
830051924;INVERSIONES ARANDA PINILLA E HIJOS S.A;5217;6/01/2010
830055791;AXITY COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADA;372;1/19/2010
830037955;MASTERFOODS COLOMBIA LTDA - EFFEM COLOMBIA LTDA;9637;9/20/2010
830026512;PRODUCTOS ARQUITECTONICOS S.A.;6034;6/23/2010
830014825;PAPELES PRIMAVERA S.A.;5212;6/01/2010
830003960;AGENCIA DE ADUANAS COLMAS LTDA NIVEL 1;7272;7/28/2010
830140321;HUAWEI TECHNOLOGIES COLOMBIA S.A.;9638;9/20/2010
830500729;CONTINENTS HOTELS DE COLOMBIA S.A.;13585;12/17/2010
830512478;UNIVERSAL DE TORNILLOS Y HERRAMIENTAS LIMITADA C.I.;8930;9/03/2010
830099238;CEMENTOS TEQUENDAMA S.A.;6030;6/23/2010
830103877;LOGIMAT S.A.;13587;12/17/2010
830107528;GENERARCO S.A ESP;4557;5/13/2010
830112317;PROMOTORA DE CAFÉ COLOMBIA S.A.;2968;4/05/2010
830115570;SUPER AUDIO S.A;3424;4/19/2010
830124904;PARDO Y ASOCIADOS ESTRATEGIAS TRIBUTARIAS S.A.;1544;2/19/2010
830079490;INMOBILARIA ROYAL S.A.S.;6038;6/23/2010
830097669;MARMOLES Y MATERIALES SOCIEDAD POR ACCIONES SIMPLIFICADA S.A.S;3422;4/19/2010
860055371;JAVAR S.A.S.;7265;7/28/2010
860029997;LABORATORIO DE COSMETICOS VOGUE S.A.;2969;4/05/2010
860013951;G4S SECURE SOLUTIONS COLOMBIA S.A.;13596;12/17/2010
800230209;WEATHERFORD COLOMBIA LIMITED;3129;4/08/2010
890300279;BANCO OCCIDENTE;5208;6/01/2010
890115374;"FARID CURE & COMPAÑÍA S. EN C. ""ARROCERA DEL LITORAL""";376;1/19/2010
890929175;MUEBLES FABRICAS UNIDAS SA;6031;6/23/2010
890102110;OLEOFLORES S.A.;506;1/25/2010
860065656;POLLO OLIMPICO S.A.;9957;9/27/2010
860504946;EMBOTELLADORA DEL HUILA S.A;5216;6/01/2010
860509701;ALALCO SOCIEDAD LTDA;5214;6/01/2010
860509804;CARLSON WAGONLIT COLOMBIA S.A.;8403;8/24/2010
860510083;DABRICO & CIA LTDA;6003;6/23/2010
860517948;NAVAS CARLOS Y CIA LTDA;6035;6/23/2010
890903474;ENKA DE COLOMBIA S.A.;8929;9/03/2010
890903858;INDUSTRIAL NACIONAL DE GASEOSAS S.A;3423;4/19/2010
890904980;INCODI LTDA;9640;9/20/2010
890908649;TINTAS S.A.;10393;10/07/2010
890201881;AVIDESA MAC POLLO S.A.;9639;9/20/2010
890702335;CENTRAL PECUARIA S.A.;5507;6/10/2010
890900160;INDUSTRIAS METALICAS CORSAN S.A;7223;7/27/2010
900262186;INVERSIONES VIA TROPICAL S.A.S.;11337;11/03/2010
900041757;SKY FORWARDER S.A.;4558;5/13/2010
900064443;INDUSTRIAS AUDIOVISUALES COLOMBIANAS S.A.;1542;2/19/2010
900076284;COENERSA S.A ESP;5202;6/01/2010
900073391;KIMAUTOS S.A;5211;6/01/2010
900083060;METROELECTRICOS S.A.;2019;3/04/2010
900084591;ANDILAMINAS LTDA.;12242;11/23/2010
900089104;ENLACE OPERATIVO S.A.;10394;10/07/2010
900117087;BIOCOMBUSTIBLES DEL CARIBE S.A.;6007;6/23/2010
900130497;ITALIAN BEAUTY LTDA;8002;8/13/2010
900134430;NOKIA SIEMENS NETWORS COLOMBIA LTDA;7263;7/28/2010
900154878;AMERICANA DE ENERGIA S.A.;4555;5/13/2010
800066388;ASEO Y SOSTENIMIENTO Y COMPAÑÍA S.A.;8404;8/24/2010
800084858;IMPORTACIONES DIESEL LTDA;6129;6/25/2010
800098112;TRILLADORA, COMERCIALIZADORA Y PROCESADORA COLOMBIANA DE CAFE S.A.;5509;6/10/2010
800127648;HORUS GRUPO OFTALMOLOGICO S.A.;8001;8/13/2010
890939998;CAR INTEGRADO S.A.;12145;11/19/2010
900363378;SOCIEDAD PORTUARIA RIO GRANDE S.A.;11338;11/03/2010
900154879;GENERSYS S.A. ESP;4556;5/13/2010
890920340;SERVICIOS DIVERSOS DEL TRANSPORTE S.A.;6133;6/25/2010
900188208;MUNDO KIA S.A.;12473;11/26/2010
900225341;GAS NATURAL SERVICIOS LTDA;3128;4/08/2010
900231070;FRIGORIFICOS BLE LTDA;13597;12/17/2010
816007299;REUNIDOS LIMITADA;6036;6/23/2010
816006449;LA INTEGRIDAD S.A.;6005;6/23/2010
800190858;HIDRAULYC SYSTEMS S.A.;4553;5/13/2010
890505327;HOTELES CASA BLANCA S.A.;504;1/25/2010
811007601;EMPRESA DE MEDICINA INTEGRAL EMI S.A. SERVICIO DE AMBULANCIA PREPAGADA;8003;8/13/2010
890807529;INDUSTRIAS NORMANDY S.A.;7267;7/28/2010
890929877;COMPASS GROUP SERVICES COLOMBIA S.A.;6938;7/19/2010
860032932;CUPERZ S.A.;3425;4/19/2010
800102638;ADMINISTRACION DE RECURSOS Y OPORTUNIDADES S.A - ADRO S.A.;4690;4/26/2011
800049083;NUTRYR S.A - NUTRICION Y RECURSOS DE COLOMBIA S.A.;3071;3/10/2011
800066001;CENTRO MEDICO OFTALMOLOGICO Y LABORATORIO CLINICO ANDRADE NARVAEZ SOCIEDAD POR ACCIONES SIMPLIFICADA COLCAN S.A.S;9375;8/31/2011
802013501;MEJIA ASOCIADOS S.A;4697;4/26/2011
800240190;J WALTER THOMPSON COLOMBIA LTDA;1767;2/15/2011
800231602;SOCIEDAD DE CIRUJIA OCULAR S.A.;9796;9/14/2011
800223214;AMERICAN GENERICS S.A.S.;11091;10/21/2011
800221918;FRANGAL SOCIEDAD ANONIMA;4695;4/26/2011
800175474;LABORATORIOS FARMAVIC S.A.;8394;8/01/2011
800179308;YAMAKI S.A.S;11299;10/26/2011
800168221;TECNOTRANSMISIONES LTDA.;3072;3/10/2011
815003912;LAFRANCOL INTERNACIONAL S.A.S.;8664;8/08/2011
811011909;IMPORTADORA GOLDEN BOY S.A.;4689;4/26/2011
811022490;E-GLOBAL S.A.;6060;6/01/2011
811022799;COMPAÑÍA LOGISTICA COLOMBIANA LIMITADA;7761;7/08/2011
811002480;ADITIVOS Y QUIMICOS S.A.;1762;2/15/2011
806015323;ROYAL ANDINA S.A.S.;867;2/01/2011
811000506;INVERLOGY S.A.S.;4688;4/26/2011
805012168;COMETA S.A.S;3070;3/10/2011
805017818;GRIVAN INGENIERIA S A;7755;7/08/2011
830069259;COLOMBIAN AIR CARGO S.A.;4685;4/26/2011
830074208;AGENCIA DE ADUANAS KN COLOMBIA S.A.S NIVEL 2;12322;11/25/2011
830057144;REGUS COLOMBIA LTDA.;3073;3/10/2011
830041784;IPG MEDIABRANDS S.A.;4684;4/26/2011
830045752;COM AUTOMOTRIZ S.A.;11295;10/26/2011
830046791;COFACE SERVICES COLOMBIA S.A.;11296;10/26/2011
830037582;CHALVER S.A.;7764;7/08/2011
830025281;ANNAR DIAGNOSTICA IMPORT S.A.S.;6059;6/01/2011
830012863;GODDARD CATERING GROUP BOGOTA LTDA;6063;6/01/2011
800001965;SEGURIDAD OMEGA LTDA;873;2/01/2011
830005905;HOTELES 127 AVENIDA S.A.;6067;6/01/2011
830009725;HOTELES SEXTA AVENIDA S.A.;8389;8/01/2011
830141093;PROXIMITY COLOMBIA S.A.;7758;7/08/2011
830515294;GODOY CORDOBA ABOGADOS S.A.S;11792;11/11/2011
838000218;AERO SUR LTDA;6068;6/01/2011
830108866;MILLWARD BROWN COLOMBIA LTDA.;1768;2/15/2011
830109997;OTTO BOCK HEALTHCARE ANDINA LIMITADA;1772;2/15/2011
830078515;COLUMBUS NETWORKS DE COLOMBIA LTDA;9797;9/14/2011
830080201;POINTER INSTRUMENT SERVICES LTDA;6066;6/01/2011
830088574;COMPAÑÍA COLOMBIANA DE GRUPAJES S.A.S;11297;10/26/2011
860028399;ARAUJO IBARRA & ASOCIADOS S.A.;11092;10/21/2011
860005194;HARINERA PARDO S.A.;8388;8/01/2011
860532426;NAVES S.A.;7756;7/08/2011
860522351;LADRLLERA PRISMA S.A;8927;8/17/2011
860063830;ESTILO INGENIERIA S.A.;12923;12/14/2011
860512699;PRODUCTORA NACIONAL DE AROMAS FRAGANCIAS Y COLORANTES S.A. DISAROMAS S.A.;4701;4/26/2011
860529068;C.I COLDISEÑO S.A.S;11478;11/01/2011
860531083;EL PALACIO DEL ALUMINIO LIMITADA;11793;11/11/2011
890301584;DELIMA MARSH S.A.LOS CORREDORES DE SEGUROS;9374;8/31/2011
900011545;MANEJO TECNICO DE INFORMACIÓN SOCIEDAD ANONIMA;12922;12/14/2011
900068426;OPERADORES LOGISTICOS DE CARGA S.A.;1773;2/15/2011
890925185;COMERCIALIZADORA INTERNACIONAL PARA CONSTRUIR LTDA;8387;8/01/2011
890916434;MAQUEL S.A.;6057;6/01/2011
890317402;AGREGADOS Y MEZCLAS CACHIBI S.A.;6056;6/01/2011
890317417;GIL MEDICA S.A.;4699;4/26/2011
890900317;AUTOTECNICA COLOMBIANA S.A.;11932;11/16/2011
890903436;CACHARRERIA MUNDIAL SA.S.;4700;4/26/2011
800193639;ALUMAR LTDA;4703;4/26/2011
891103095;MINERA PROVIDENCIA S.A.;868;2/01/2011
900322900;PEDROLLO COLOMBIA LTDA;7766;7/08/2011
900324345;T3 TEXTILES S.A.S.;6061;6/01/2011
900329399;ALEMAUTOS S.A.;9239;8/25/2011
900341086;COMERCIAL NUTRESA S.A.S.;872;2/01/2011
900359518;INDUSTRIAS FATELARES S.A.S;8392;8/01/2011
900386417;IDEMIA COLOMBIA S.A.S;8396;8/01/2011
900250322;INVERSIONES CUELLAR VALLEJO S.A.S;11933;11/16/2011
900261429;SONY COLOMBIA S.A.;3058;3/10/2011
900284732;PHD COLOMBIA S.A.S;1765;2/15/2011
900156826;OFFIXPRES S.A.S;4691;4/26/2011
900160943;ULOG LTDA;7759;7/08/2011
900184924;ROBERT BOSCH LTDA;6058;6/01/2011
900406158;EMPAQUES INDUSTRIALES DE COLOMBIA S.A.S.;9377;8/31/2011
900219866;MEDICARTE S.A.;1769;2/15/2011
890104521;LABORATORIOS RETY DE COLOMBIA S.A.;6062;6/01/2011
890935366;PLASTICOS ASOCIADOS S.A.;7753;7/08/2011
806007665;DUPONT POWDER COATINGS COLOMBIA LTDA;8390;8/01/2011
860007738;BANCO POPULAR S.A.;7754;7/08/2011
890806225;CENTRALES DE SACRIFICIO MANIZALES S.A.;1760;2/15/2011
860069870;SOCIEDAD INTERDISCIPLINARIA PARA LA SALUD S.A.;3069;3/10/2011
860074752;SEGURIDAD ATEMPI LIMITADA;11651;11/04/2011
892200328;DISELECSA-DISTRIBUCIONES ELECTRICAS DE SABANAS LIMITADA.;8391;8/01/2011
890921974;AGENCIA DE ADUANAS MARIANO ROLDAN NIVEL 1;1763;2/15/2011
890922549;PREMEX S.A.;870;2/01/2011
890900285;COMPAÑÍA DE EMPAQUES S.A.;1761;2/15/2011
891407961;MORALES MONSALVE HERMANOS S.A;10489;10/03/2011
900158401;AGFA HEALTHCARE COLOMBIA LTDA;3067;3/10/2011
800210453;MULTISOFWARE TRANSCCIONAL MULTISOF SA;11298;10/26/2011
900294618;FIGURACIONES Y MALLAS ANDRES MARTINEZ LIMITADA;5823;7/27/2012
800156044;TERMINAL MARITIMO MUELLES EL BOSQUE S.A.;4544;6/19/2012
800134634;INTERLAN S.A.S;5571;7/19/2012
800098601;UNIFEL S.A;6208;8/10/2012
800055554;PUNTOS Y MERCADOS S.A.S;1948;3/14/2012
800062127;COMERCIAL ELECTRICA FERRETERA LTDA;6210;8/10/2012
800037129;UNO-A ASEO INTEGRADO S.A;9568;12/04/2012
800039439;DEMCAUTOS S.A;4966;7/03/2012
800047489;LICOSINU S.A.S;9687;12/07/2012
800019249;G4S RISK MANAGEMENT COLOMBIA S.A;8511;11/09/2012
800013455;MICROFERTISA S.A.;1769;3/09/2012
800250778;ETICOLOR S.A;1721;3/07/2012
800251569;INTERAPIDISIMO S.A.;7004;9/17/2012
802011109;GRUPO ALIMENTARIO DEL ATLANTICO S.A;6209;8/10/2012
804005914;COMPUMAX COMPUTER S.A.S.;5876;7/30/2012
804011015;ELECTROVERA S.A.S.;10395;12/28/2012
804016642;INDUSTRIAS BICICLETAS MILAN S.A.;1120;2/17/2012
800247030;HOTELES EL SALITRE S.A.;2673;4/13/2012
800246805;PROFINAS SOCIEDAD POR ACCIONES SIMPLIFICADAS;8748;11/19/2012
800219678;KANGUPOR S.A.S;1725;3/07/2012
800236021;PETROCOMERCIAL S.A.;962;2/13/2012
800207646;MUKIS S.A.S.;7006;9/17/2012
800177797;SERVICIOS TECNICOS PORTUARIOS S.A;5649;7/24/2012
819007201;PALERMO SOCIEDAD PORTUARIA S.A.;10004;12/17/2012
823000097;COMERCIALIZADORA MULTIDROGAS DE COLOMBIA S.A.S;2146;3/22/2012
815001802;MADERKIT S.A;963;2/13/2012
811044814;SOCIEDAD DE COMERCIALIZACION INTERNACIONAL NEPTUNO CAPITAL S.A.;9685;12/07/2012
811046559;ELECTRONICA AVS S.A.S;6211;8/10/2012
811023441;SOLUCIONES ADHESIVAS LG S.A.S.;2143;3/22/2012
811024067;LITO S.A.;2209;3/26/2012
811024414;CARALZ LTDA;457;1/25/2012
811033238;PROVENZAL S.A.S.;9686;12/07/2012
811010485;FONDO DE GARANTIAS DE ANTIOQUIA S.A.;9684;12/07/2012
811014895;FRACOR S.A.;8552;11/13/2012
811022382;PERSONAL SOFT S.A.S;456;1/25/2012
811000955;SOPORTE S.A.;2640;4/12/2012
811001005;GLOBAL SHIPPING AGENCIES S.A.;10010;12/17/2012
811007707;UNICO INTERIOR S.A.S;2207;3/26/2012
806009543;GAS NATURAL FENOSA TELECOMUNICACIONES COLOMBIA SA;2333;3/28/2012
807005214;PLASTICOS GALAXIA SOCIEDAD ANONIMA SIMPLIFICADA;4972;7/03/2012
809011022;ARTESCO S.A.;7007;9/17/2012
830067557;INFOTRACK S.A.;3289;5/08/2012
830069306;FRANA INTERNATIONAL S.A.S.;10394;12/28/2012
830073033;IMPORTADORA GORR S.A.S.;1718;3/07/2012
830038852;DUOPAPEL S.A.;1722;3/07/2012
830041488;ALFA TRADING S.A.S.;10006;12/17/2012
830041598;PAM COLOMBIA S.A.;4252;6/12/2012
830038753;CESVI-COLOMBIA S.A.;4973;7/03/2012
830055643;CINEMARK COLOMBIA S.A.S;3286;5/08/2012
830027386;OMYA ANDINA S.A.;8514;11/09/2012
830033494;HEEL COLOMBIA LTDA;6207;8/10/2012
830036921;VIDRIO ANDINO S.A.;3315;5/09/2012
830025533;LINDET QUIMICA S.A.S.;3290;5/08/2012
830011089;SUITES ROSALES S.A.;10007;12/17/2012
830015764;CAMINO DEL POBLADO S. A.;3285;5/08/2012
830017184;PUFFER COLOMBIA;10391;12/28/2012
830017271;FEDERAL EXPRESS CORPORATION;2714;4/16/2012
830006392;LA GALERIA INMOBILIARIA LTDA;2144;3/22/2012
830007399;PROCESOS & CANJE S.A.;6206;8/10/2012
830109536;BOTON PROMO LTDA;452;1/25/2012
830119051;AXESAT S.A.;8584;11/14/2012
830129016;COMERCIALIZADORA COLOMBIA DE VEHICULOS S.A.;7008;9/17/2012
860052160;ARTECMA S.A.S;3292;5/08/2012
860053274;PAPELERIA LOS LAGOS LTDA;7009;9/17/2012
860058146;FERRETERIA SURTNIPLES LIMITADA;2206;3/26/2012
860044928;TRIPLEX ACEMAR S.A.;6205;8/10/2012
860050625;INDUSTRIA SANTA CLARA S.A.S.;6204;8/10/2012
860023380;AMEZQUITA Y CIA S.A.;2148;3/22/2012
830098119;BOMBATEX PUBLICIDAD LTDA;959;2/13/2012
890104259;COMPAÑÍA DE REMOLCADORES MARITIMOS S.A.S;455;1/25/2012
860536250;TOYONORTE LTDA;10012;12/17/2012
890903069;ROLDAN Y CIA LTDA;964;2/13/2012
890911179;SERVI - TRACTOR S.A.;4253;6/12/2012
900011355;DISTRIBUIDORA DE LLANTAS PARA COLOMBIA - DILLANCOL;1767;3/09/2012
900482757;ELECTRICAS DE MEDELLIN - COMERCIAL S.A;2614;4/12/2012
900027528;AGENCIA DE ADUANAS UPS SCS COLOMBIA LTDA NIVEL 2;2639;4/12/2012
900053978;GLOBAL MENSAJERIA S.A;7387;10/03/2012
900067477;ACEROS FORMADOS S.A.S ACERFO;3291;5/08/2012
900104899;PERFIACEROS DE COLOMBIA S.A.S;9567;12/04/2012
900120710;ALLTEX S.A.S;4542;6/19/2012
900130460;EPAGO DE COLOMBIA S.A.;5568;7/19/2012
900133107;ATESA DE OCCIDENTE S.A. E.S.P.;8513;11/09/2012
900146342;CMA CGM COLOMBIA LTDA;10390;12/28/2012
900153867;IMPORTADORA OKLA S.A.S.;1728;3/07/2012
890936354;FERROCORTES G.M Y CIA SOCIEDAD POR ACCIONES SIMPLIFICADA;1720;3/07/2012
890936560;DEMETALICOS S.A.;8551;11/13/2012
890403295;RETRAMAR S.A.S.;9688;12/07/2012
890921246;IMPLEMENTOS DE SEGURIDAD INDUSTRIAL IMPLESEG S.A. S;7005;9/17/2012
890318919;VALLECILLA B Y VALLECILLA M Y CIA S C A CARVAL DE COLOMBIA;1724;3/07/2012
830122566;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;4095;6/06/2012
900483014;EMPAQUES FLEXA S.A.S;9566;12/04/2012
900531210;CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S.;10393;12/28/2012
890924789;ACRECER S.A.;3288;5/08/2012
890938774;CLINICA DEL PRADO S.A.;5247;7/11/2012
900311581;MAC CENTER COLOMBIA SOCIEDAD POR ACCIONES SIMPLIFICADAS;1768;3/09/2012
900331124;V & B TEXTIL S.A.S Y/O TRITEXTIL S.A.S;996;2/14/2012
900345954;DISTRIBUIDORA COLOMBIANA DE LLANTAS S.A.S.;5570;7/19/2012
900241288;PATIÑO & CIA S.A.S PAPELERIA LA COMUNA;7388;10/03/2012
900251415;PROTISA COLOMBIA S.A.;5246;7/11/2012
900245577;ACAO INFORMATICA BRASIL LTDA SUCURSAL COLOMBIA;5569;7/19/2012
900277370;I-SHOP COLOMBIA S.A.S;5746;7/26/2012
900293833;SURAMERICANA DE ELECTRICOS E ILUMINACION S.A.S;3287;5/08/2012
890304055;DIESEL REPUESTOS S. A. S;10011;12/17/2012
890110188;INDEPENDENCE DRILLING S.A.;10389;12/28/2012
900192894;INTERASEO DEL VALLE S.A. ESP;9565;12/04/2012
900199343;AMERICAS STYRENICS DE COLOMBIA LTDA;10392;12/28/2012
900237788;LICORRUMBA S.A.S;9569;12/04/2012
811001259;AGENCIA DE ADUANAS ROLDAN S.A. NIVEL 1;5745;7/26/2012
860031615;MARITRANS S.A.;10388;12/28/2012
830087178;HOTELES AVENDA DEL DORADO S.A.;2643;4/12/2012
860035827;BANCO COMERCIAL AV VILLAS SA;4543;6/19/2012
860074578;INDUSTRIA AMERICANA DE COLCHONES INDUAMERCOL S.A.;4967;7/03/2012
