NIT;Razon_Social;Resolucion;Fecha
805001194;BOGOTA JURIDICCION;2566;3/29/1999
800220148;JCM LIMITADA;2565;3/29/1999
800206842;BAKER HUGHES DE COLOMBIA;1872;10/06/1999
800156635;ALUSUD EMBALAJES COLOMBIA LTDA.;132;1/12/1999
800164764;LUBRILLANTAS EL DORADO S.A.;135;1/12/1999
830001133;"SOCIEDAD ADMINISTRADORA DE CONSORCIOS COMERCIALES.S.A. ""MEGAPLAN""";1094;9/10/1999
815000863;AVIDESA DE OCCIDENTE S.A.;856;2/09/1999
811005276;LOGISTICA DE TRANSPORTE S.A. - LOGITRANS;1097;9/10/1999
800202395;EFIGAS GAS NATURAL S.A. E.S.P.;134;1/12/1999
830011100;AGENCIA DE CARGA AVIATUR S.A.;5623;7/19/1999
830018214;MPS MAYORISTA DE COLOMBIA S.A.;3935;5/20/1999
830006051;DIAGEO COLOMBIA S.A.;5622;7/19/1999
811014994;COMPAÑIA DE GALLETAS NOEL S.A.;3455;5/03/1999
860353110;M@ICROTEL LTDA;133;1/12/1999
860054073;MEJIA & CIA. S.A.;528;8/20/1999
860031361;CONSULTORIA COLOMBIANA S.A.;3253;4/27/1999
860045752;AUROS COPIAS S.A.;2564;3/29/1999
860007873;HARTUNG Y CIA. S.A.;616;2/02/1999
860079174;CORREDORES ASOCIADOS S.A.- COMISIONISTA DE BOLSA;3934;5/20/1999
860523227;RENOSA S.A.;621;2/02/1999
890911806;QUIMICA PRODES S.A.;3482;12/09/1999
890203023;COMPAÑIA AUTOMOTRIZ DIESEL SOCIEDAD ANONIMA;1873;10/06/1999
890304099;HOTELES ESTELAR S.A.;736;8/27/1999
890307885;PLASTICOS ESPECIALES S.A.;2869;4/13/1999
890800788;ALMACENES VILLEGAS Y VELASQUEZ S.A.;3923;12/23/1999
890912300;MULTICENTRO DE SERVICIOS S.A;2271;10/25/1999
890916988;AVERY DENNISON RETAIL INFORMATION SERVICES COLOMBIA S.A.;1091;9/10/1999
860029949;DIENES Y COMPAÑIA LTDA.;622;2/02/1999
890930534;CADENA S.A.;3483;12/09/1999
890940052;LUMEN LTDA.;1096;9/10/1999
890941567;SOLDADURAS INDUSTRIALES LTDA.;1459;9/21/1999
860065746;DISTRIBUIDORA DE RODAMIENTOS S.A. .;1460;9/21/1999
800133807;SCANDINAVIA PHARMA LTDA;9158;11/09/2000
800103052;ORACLE COLOMBIA LTDA;2811;4/13/2000
800096040;COMESTIBLES ALDOR LTDA;3106;4/26/2000
800041731;FERRETERIA TORNILLOS Y ABRASIVOS LTDA;1961;3/17/2000
800024075;COLTRANS LTDA;6830;8/25/2000
800249315;ACER COMPUTERS COLOMBIA S.A.;6007;7/31/2000
800210409;PROMOTORA Y OPERADORA DE HOTELES PROMOTEL S.A.;14;1/03/2000
800216728;ILENDER COLOMBIA S.A.;2216;3/27/2000
800225057;DIAGNOSTICO Y ASISTENCIA MEDICA S.A. DINAMICA I.P.S.;8840;10/31/2000
800184925;ELECTROLUX S.A.;6835;8/25/2000
800159244;AUTOMOTORA NORTE Y SUR LTDA.;10454;12/15/2000
830001362;A B C PLANTAS Y EQUIPOS LTDA.;7945;10/03/2000
811014232;DISTRIVALLES S.A.;3543;5/11/2000
811020075;MATERIALES Y HERRAMIENTAS COMERCIALIZADORA S.A.;10615;12/20/2000
830063800;COVAL COMERCIAL S.A.;6833;8/25/2000
830065609;CHANEME COMERCIAL S.A.;10616;12/20/2000
830056113;PIRELLI DE COLOMBIA S.A.;7946;10/03/2000
830036108;SED INTERNACIONAL DE COLOMBIA SAS;8625;10/25/2000
830005028;ADMINISTRADORA COUNTRY S.A.;17;1/03/2000
860001755;SERVIMAR Y CIA. LTDA.;549;1/31/2000
860052649;COMERCIALIZADORA DEL LLANO LTDA.;8986;11/03/2000
860029022;ROPSOHN THERAPEUTICS LTDA.;6838;8/25/2000
860045758;ZAMBON COLOMBIA S.A.;10455;12/15/2000
860020240;LUGO HERMANOS S.A.;7951;10/03/2000
860003211;PRODUCTORA TABACALERA DE COLOMBIA S.A.S.;18;1/03/2000
860005062;QUIMICA INTERNACIONAL S.A. QUINTAL S.A.;10456;12/15/2000
860007668;ALAMBRES Y MALLAS S.A. ALMASA;6005;7/31/2000
890101676;FABRICA DE BOLSAS DE PAPEL UNIBOL S.A.;1714;3/09/2000
860520557;TECNIACERO LTDA.;6831;8/25/2000
890303208;"CAJA DE COMPENS. FAMILIAR DEL VALLE DEL CAUCA ""COMFAMILIAR """;1660;3/07/2000
899999044;"INDUSTRIA MILITAR ""INDUMIL""";547;1/31/2000
890916575;DISTRIBUIDORA DE VINOS Y LICORES S.A.;1083;2/17/2000
890312688;EDIFICADORA CONTINENTAL LTDA.;15;1/03/2000
800233052;ALMAVIVA GLOBAL CARGO S.A.;16;1/03/2000
890805168;COMERCIAL CALDAS LIMITADA;2189;3/27/2000
860039333;PROCIBERNETICA S.A.;8624;10/25/2000
860039561;PFIZER S.A.;6112;8/02/2000
891300671;ORIENTE S.A.;6836;8/25/2000
890922236;PRIMORDIAL S.A.;2351;3/30/2000
830032945;HOTELES CHARLESTON S A S;2130;5/24/2000
800088702;EPS SURAMERICANA S.A.;4563;5/18/2001
890900135;AVICOLA COLOMBIANA S.A. AVICOL;1536;2/21/2001
800106404;OCUPAR TEMPORALES SA;9456;10/29/2001
800153963;IMPORTRANS Z.C LTDA;3534;4/19/2001
800119568;SURTIDATOS LTDA;2104;3/07/2001
800027374;COMERCIALIZADORA INTERNACIONAL TECNOLOGIA ALIMENTARIA S.A -TALSA S.A;7836;9/05/2001
804004553;MAYORAUTOS S.A;141;1/11/2001
800214589;AGROINDUSTRIALES CAÑAVERALEJO S.A.S.;11580;12/28/2001
800217481;INVERSIONES CASCABEL S.A.;783;2/02/2001
800224082;COLOMBIANA DE CONTROLES LTDA.;9555;10/31/2001
800223938;SOLUCIONES TUBULARES S.A.;6042;7/05/2001
800189827;SISTEMAS T.G.R. S.A.S.;10346;11/26/2001
800205150;INFEREX S.A.;781;2/02/2001
800186960;ALTIPAL BOGOTA LTDA.;2102;3/07/2001
800162612;ACCIONES Y SERVICIOS S.A.S.;539;1/25/2001
815001074;FERREPACIFICO S.A.;3967;4/30/2001
815002936;CRISTAR S.A.S.;4397;5/15/2001
816004029;TECNOLOGIA EQUIPOS Y SUMINISTROS LTDA TES LTDA.;6875;8/03/2001
811011779;RENTING COLOMBIA S.A.;9556;10/31/2001
811006043;LITOGRAFIA BERNA S.A.;5258;6/12/2001
830071696;METALCENTER S.A.;535;1/25/2001
830057706;BRIDGESTONE FIRESTONE COLOMBIANA S.A.;5521;6/19/2001
830040709;COMERCIALIZADORA NACIONAL SAS LTDA.;6478;7/18/2001
830051740;PROTEX S.A.;6222;7/10/2001
830035246;DELL COLOMBIA INC.;2647;3/23/2001
830022354;COMERCIALIZADORA DE VEHICULOS IMPORTADOS LTDA.;9457;10/29/2001
830027231;ROCSA COLOMBIA S.A.;6043;7/05/2001
830078000;CEMEX TRANSPORTES DE COLOMBIA S.A.;7837;9/05/2001
860450987;TRANSPORTES JOALCO S.A.;1518;2/21/2001
860023053;WACOLDA S.A. CORREDORES DE SEGUROS;11194;12/17/2001
860527350;P.T.A. LIMITADA;11282;12/18/2001
890113508;FINOTEX S.A.;6221;7/10/2001
860530751;FONDO DE GARANTIAS DE INSTITUCIONES FINANCIERAS;6520;7/19/2001
860002536;COMPAÑIA COLOMBIANA DE CERAMICA S.A.;140;1/11/2001
860512231;LITO-CAMARGO LTDA.;7312;8/17/2001
806007073;C.I. GEON POLIMEROS ANDINOS S.A.;537;1/25/2001
890319494;IPSOS NAPOLEON FRANCO & CIA. S.A.;2101;3/07/2001
890934582;KROMIA S.A.;996;2/08/2001
890935426;SUMINISTROS GENERALES CONASEO S.A.;9351;10/25/2001
890930614;COMERCIAL Y SERVICIOS LARCO S.A.;8944;10/11/2001
860035467;PSICOLOGOS ESPECIALISTAS ASOCIADOS LTDA;2646;3/23/2001
860068182;CORREVAL S.A.;11468;12/24/2001
890920304;FRITO LAY COLOMBIA LTDA.;8173;9/17/2001
860040585;"SUNRISE CARGO S.A. ""SCHENKER""";3713;4/26/2002
800142319;VEHICULOS DEL LLANO;9553;9/27/2002
800142811;COMERCIALIZADORA INTERNACIONAL DE COLORANTES LTDA;752;2/01/2002
800143377;S.I.A. ADUANIMEX LTDA;6311;7/04/2002
800115720;RG DISTRIBUCIONES LTDA;4454;5/16/2002
800043282;BASE S.A;8453;8/27/2002
800028532;PRODUCTOS BARVAL SOCIEDAD LTDA - BARVAL LTDA;10800;11/05/2002
800000439;PARDENTALES LTDA;8641;9/02/2002
800011002;TECNAS S.A;12204;12/16/2002
800251163;OLEODUCTO CENTRAL S.A - OCENSA;1110;2/11/2002
805005383;COMERCIALIZADORA INTERNACIONAL R. DORON S.A.;8886;9/09/2002
800218958;FLEXO SPRING S.A.;5539;6/14/2002
800226384;WINTHROP PHARMACEUTICALS DE COLOMBIA;339;1/21/2002
800189687;ACEROS CORTADOS S.A.;9464;9/26/2002
800157629;MOUSE STAR LTDA.;2411;3/21/2002
820000671;PROACTIVA AGUAS DE TUNJA S.A. ESP;12584;12/27/2002
811009329;EMPRESAS PUBLICAS DE LA CEJA ESP;547;1/25/2002
890200162;ACUEDUCTO METROPOLITANO DE BUCARAMANGA S.A. ESP;547;1/25/2002
890208316;METROGAS DE COLOMBIA S.A.EMPRESA DE SERVICIOS PUBLICOS METROGAS DE COLOMBIA S.A. ESP;547;1/25/2002
811035741;INDUSTRIA DE ALIMENTOS ZENU S.A.;12638;12/27/2002
811036030;COMPAÑÍA NACIONAL DE CHOCOLATES S.A.;12639;12/27/2002
811000831;SENCO LATIN AMERICA SA;6310;7/04/2002
805014619;COMERCIALIZAR S.A. ESP EN LIQUIDACION;547;1/25/2002
805015792;CAÑAVERALEJO TYRES S.A.S.;1662;2/28/2002
830048145;INFORMATICA Y GESTION S.A.;8885;9/09/2002
830020272;MAKROVISION LTDA.;2784;4/05/2002
860001607;FERRETERIA REINA S.A.;7049;7/22/2002
830078966;METROKIA S.A.;11405;11/22/2002
830083392;PRODUCTORA DE TEXTILES DE TOCANCIPA S.A. TOPTEX S.A.;3712;4/26/2002
830085426;BOLSA DE VALORES DE COLOMBIA S.A.;3710;4/26/2002
830095890;ECOFERTIL S.A.;7122;7/23/2002
860350940;OPERACIONES NACIONALES DE MERCADEO LTDA. OPEN MARKET LTDA.;1661;2/28/2002
860402971;LAMYFLEX S.A.;4569;5/17/2002
860030723;MATERIALES ELECTRICOS Y MECANICOS LTDA.;5612;6/17/2002
860046509;DEPOSITOS ADUANEROS PANALPINA S.A. DAPSA;11051;11/14/2002
890103400;"ALIMENTOS CONCENTRADOS DEL CARIBE S.A.""ACONDESA S.A.""";7282;7/26/2002
860033633;RAYOGAS S.A.;12584;12/27/2002
860530386;PROVEEDORES PARA SISTEMAS Y CIA. LIMITADA PROVE-SISTEMAS Y CIA LTDA.;8452;8/27/2002
860530777;ACEREX S.A.;3714;4/26/2002
860509042;HELMAN LTDA.;4455;5/16/2002
890911899;OCCIDENTAL DE EMPAQUES S.A.;751;2/01/2002
890201230;ELECTRIFICADORA DE SANTANDER S.A. ESP;547;1/25/2002
890204134;DISTRIBUCIONES PASTOR JULIO DELGADO & CIA LTDA.;853;2/05/2002
890105214;FRIGORIFICO DE LA COSTA S.A. FRICOSTA S.A.;2409;3/21/2002
860066749;ADUANAMIENTOS LIMITADA SOCIEDAD DE INTERMEDIACION ADUANERA;5538;6/14/2002
800253018;TERMOELECTRICA DE LA DORADA S.A. EMPRESA DE SERVICIOS PUBLICOS;547;1/25/2002
811000740;ISAGEN S.A. E.S.P.;547;1/25/2002
800089809;EMPRESA IBAGUEREÑA DE ACUEDUCTO Y ALCANTARILLADO S.A. E.S.P. OFICIAL;547;1/25/2002
811007125;RIO ASEO TOTAL S.A. E.S.P.;547;1/25/2002
800113549;EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE ARAUCA EMSERPA;547;1/25/2002
890800128;CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P.;547;1/25/2002
800135913;SOCIEDAD DE ACUEDUCTO ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;547;1/25/2002
804006674;EMPRESA DE ASEO DE BUCARAMANGA S.A . E.S.P.;547;1/25/2002
800245344;EMPRESA DE SERVICIOS PUBLICOS DE OCAÑA S.A.;547;1/25/2002
891180010;EMPRESAS PUBLICAS DE NEIVA E.S.P.;547;1/25/2002
891400900;ELECTROGAS S. A. E. S. P.;547;1/25/2002
892002210;ELECTRIFICADORA DEL META S.A. EMPRESA DE SERVICIOS PUBLICOS;547;1/25/2002
890680053;EMPRESA DE SERVICIOS PUBLICOS DE FUSAGASUGA EMSERFUSA E.S.P.;547;1/25/2002
892115036;GASES DE LA GUAJIRA S.A E.S.P;547;1/25/2002
891800031;COMPAÑIA DE SERVICIOS PUBLICOS DE SOGAMOSO S.A. E.S.P;547;1/25/2002
891500117;ACUEDUCTO Y ALCANTARILLADO DE POPAYAN S A E.S.P.;547;1/25/2002
821002115;CENTRO AGUAS S.A. E.S.P.;547;1/25/2002
899999115;EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP;547;1/25/2002
860063875;EMGESA S A ESP;547;1/25/2002
830045472;GAS NATURAL CUNDIBOYACENSE S.A. E.S.P.;547;1/25/2002
890101691;GASES DEL CARIBE SA EMPRESA DE SERVICIOS PUBLICOS GASCARIBE SA ESP;547;1/25/2002
890503900;GASES DEL ORIENTE S.A. EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS;547;1/25/2002
832000776;EMPRESA MUNICIPAL DE ACUEDUCTO ALCANTARILLADO Y ASEO DE FUNZA EMAAF ESP;547;1/25/2002
844000755;EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE YOPAL EICE- ESP;547;1/25/2002
830025205;AES CHIVOR & CIA SCA ESP;547;1/25/2002
811012208;ENVIASEO ESP;547;1/25/2002
800094327;EMPRESA DE SERVICIOS PUBLICOS DE PAMPLONA S.A. E.S.P.;547;1/25/2002
800063823;EMPRESAS PUBLICAS DEL QUINDIO S.A. E. S. P.;547;1/25/2002
800249860;EMPRESA DE ENERGIA DEL PACIFICO S.A E.S.P.;547;1/25/2002
890600003;EMPRESA DE AGUAS DE GIRARDOT RICAURTE Y LA REGION SA ESP;547;1/25/2002
890806474;ALMAGAS MANIZALES SAS;547;1/25/2002
891180001;ELECTRIFICADORA DEL HUILA S.A. E.S.P.;547;1/25/2002
816001609;SERVICIUDAD EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS;547;1/25/2002
890399032;SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.;547;1/25/2002
807001845;DISTASA S.A. E.S.P.;547;1/25/2002
800052640;EMPRESA DE ENERGIA DEL QUINDIO S.A. E.S.P. EMPRESA DE SERVICIOS PUBLICOS;547;1/25/2002
892300548;EMPRESA DE SERVICIOS PUBLICOS DE VALLEDUPAR S.A. EMDUPAR S.A. E.S.P.;547;1/25/2002
899999094;EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE BOGOTA ESP;547;1/25/2002
800252396;AGUAS DE CARTAGENA S.A.E.S.P.;547;1/25/2002
890904996;EMPRESAS PUBLICAS DE MEDELLIN E.S.P.;547;1/25/2002
810000598;AGUAS DE MANIZALES S.A. E.S.P.;547;1/25/2002
815001901;DICELER S.A. E.S.P.;547;1/25/2002
860025611;VILLA GAS S.A. E.S.P.;547;1/25/2002
812003483;PROACTIVA AGUAS DE MONTERIA S.A. E.S.P.;547;1/25/2002
800050603;EMPRESA DE OBRAS SANITARIAS DE SANTA ROSA DE CABAL EMPOCABAL E.S.P.-E.I.C.E.;547;1/25/2002
890500726;NORTE SANTANDEREANA DE GAS S.A. E.S.P.;547;1/25/2002
800175746;EMPRESA URRA S. A. E.S.P.;547;1/25/2002
800021272;GASES DEL LLANO S.A EMPRESA DE SERVICIOS PUBLICOS;547;1/25/2002
800167643;GASES DE OCCIDENTE S. A. EMPRESA DE SERVICIOS PUBLICOS;547;1/25/2002
815001629;AGUAS DE BUGA S.A. E.S.P.;547;1/25/2002
890803239;EMPRESA DE OBRAS SANITARIAS DE CALDAS S.A.E.S.P.;547;1/25/2002
819000939;INTERASEO SA ESP;547;1/25/2002
890000439;EMPRESAS PUBLICAS DE ARMENIA E S P;547;1/25/2002
800218682;GASES DEL CUSIANA S.A CUSIANAGAS S.A EMPRESA DE SERVICIOS PUBLICOS;547;1/25/2002
800166132;VELOGAS S A E S P;547;1/25/2002
891180074;EMPRESAS PUBLICAS DE GARZON E.S.P.;547;1/25/2002
891200200;CENTRALES ELECTRICAS DE NARIÑO SA ESP;547;1/25/2002
891101577;ALCANOS DE COLOMBIA S.A. E.S.P.;547;1/25/2002
800019993;EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE SANTANDER DE QUILICHAO;547;1/25/2002
891900101;COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.;547;1/25/2002
890500514;CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. EMPRESA DE SERVICIOS PUBLICOS;547;1/25/2002
817001685;GAS DEL PAEZ S.A.S;547;1/25/2002
800249174;EMPRESA METROPOLITANA DE ASEO SA ESP EMAS;547;1/25/2002
822001073;MADIGAS INGENIEROS S.A. E.S.P.;547;1/25/2002
800140132;EMPRESA DE OBRAS SANITARIAS DE LA PROVINCIA DE OBANDO EMPOOBANDO;547;1/25/2002
800219925;COMPAÑIA ELECTRICA DE SOCHAGOTA S.A. E.S.P.;547;1/25/2002
814000704;EMPRESA METROPOLITANA DE ASEO DE PASTO SA ESP;547;1/25/2002
890905065;EDATEL S.A.;547;1/25/2002
800150534;GAS EL SOL S.A. E.S.P.;547;1/25/2002
810001898;AQUAMANA E S P;547;1/25/2002
890905055;EMPRESAS VARIAS DE MEDELLIN S.A. E.S.P;547;1/25/2002
816002020;EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE PEREIRA S.A. E.S.P.;547;1/25/2002
800089312;EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE PITALITO EMPITALITO E.S.P.;547;1/25/2002
846000060;EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P.;547;1/25/2002
804002801;GASES DEL SUR DE SANTANDER S.A EMPRESA DE SERVICIOS PUBLICOS;547;1/25/2002
891300973;LIDAGAS S.A. EMPRESA DE SERVICIOS PUBLICOS;547;1/25/2002
800188660;EMPRESA AGUAS DE FACATATIVA, ACUEDUCTO, ALCANTARILLADO, ASEO Y SERVICIOS COMPLEMENTARIOS E.A.F. S.A.S. E.S.P.;547;1/25/2002
816002017;EMPRESA DE ASEO DE PEREIRA SA ESP;547;1/25/2002
890000377;EMPRESAS PUBLICAS DE CALARCA ESP;547;1/25/2002
823004006;AGUAS DE LA SABANA S.A. E.S.P.;12584;12/27/2002
810000500;EMPRESA METROPOLITANA DE ASEO CHINCHINA S.A. E.S.P. EMAS;12584;12/27/2002
809002300;EMPRESA ECOLOGICA DE SERVICIOS PUBLICOS LOS PIJAOS S.A. ECOPIJAOS S.A E.S.P.;12584;12/27/2002
800005151;EMPRESA DE SERVICIOS PUBLICOS DE LA CALERA ESPUCAL ESP;12584;12/27/2002
800151512;MARGAS SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS;12584;12/27/2002
809005892;EMPRESA DE SERVICIOS PUBLICOS DE VENADILLO S.A. ESP;12584;12/27/2002
800005900;EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE ZIPAQUIRA E S P;12584;12/27/2002
807005020;ASEO URBANO S.A.S. E.S.P.;12584;12/27/2002
844001456;EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE TAURAMENA S.A. E.S.P.;12584;12/27/2002
830068204;PROACTIVA DOÑA JUANA ESP SA;12584;12/27/2002
810002646;EMPRESA METROPOLITANA DE ASEO DE OCCIDENTE S.A. E.S.P EMAS OC;12584;12/27/2002
800093257;EMPRESA DE SERVICIOS PUBLICOS DE TAME CARIBABARE E.S.P.;12584;12/27/2002
810003081;GAG S.A. ESP;12584;12/27/2002
800199900;EMPRESA DE ACUEDUCTO Y ALCANTARILLADO EL RINCON S A;12584;12/27/2002
890503966;LUSTRIGAS S.A. EMPRESA DE SERVICIOS PUBLICOS E.S.P.;12584;12/27/2002
830000861;CONSORCIO ASEO CAPITAL S.A. EMPRESA DE SERVICIOS PUBLICOS DE CARACTER PRIVADO;12584;12/27/2002
815000855;ASEO EL CERRITO S.A. E.S.P.;12584;12/27/2002
811021223;EMPRESA DE AGUAS DEL ORIENTE ANTIOQUEÑO S.A. E.S.P.;12584;12/27/2002
821000448;TULUEÑA DE ASEO S.A. E.S.P.;12584;12/27/2002
830048122;CIUDAD LIMPIA BOGOTA S.A. E.S.P.;12584;12/27/2002
813002696;GAS NEIVA S.A. E.S.P.;12584;12/27/2002
805015900;PROACTIVA DE SERVICIOS S.A. E.S.P.;12584;12/27/2002
809007949;EMPRESA DE SERVICIOS PUBLICOS DE MARIQUITA S.A. E.S.P. ESPUMA S.A E.S.P.;12584;12/27/2002
815000649;BUGUEÑA DE ASEO S.A. E.S.P.;12584;12/27/2002
805016928;ENERCO S.A. E.S.P.;12584;12/27/2002
800172188;LIMPIEZA INTEGRAL Y MANTENIMIENTOS ESPECIALES S.A. ESP;12584;12/27/2002
802007669;TRANSELCA S.A. E.S.P.;12584;12/27/2002
811021654;INTERNEXA S.A.;12584;12/27/2002
807005005;PROACTIVA ORIENTE S.A. ESP.;12584;12/27/2002
892099499;EMPRESA DE ENERGIA DE ARAUCA ESP ANELAR ESP;12584;12/27/2002
818000263;EMPRESA DE SERVICIOS PUBLICOS DE BAHIA SOLANO;12584;12/27/2002
818000293;EMPRESA DE SERVICIOS PUBLICOS DE ACANDI SA ESP;12584;12/27/2002
818000202;ESP DE ENERGIA ELECTRICA DE BAJO BAUDO PIZARRO SA;12584;12/27/2002
805007083;RH SAS;12584;12/27/2002
800245746;TERMOBARRANQUILLA SA EMPRESA DE SERVICIOS PUBLICOS TEBSA SA ESP;547;1/25/2002
846000553;EMPRESA DE ENRGIA DEL BAJO PUTUMAYO SA ESP;547;1/25/2002
892000265;EMPRESA DE ACUEDUCTO Y ALCANTARRILLADO DE VILLAVICENCIO ESP;547;1/25/2002
832001512;EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE MADRID ESP;547;1/25/2002
822001833;EMPRESA DE SERVICOS PUBLICOS DE ACACIAS ESP;547;1/25/2002
830074291;ALEPH & THAU DE LA INGENIERIA LTDA;7050;7/22/2002
815000764;PALMIRA DE ASEO S.A. ESP;12584;12/27/2002
813002781;EMPRESAS DE SERVICIOS PUBLICOS DEL MUNICIPIO DE LA PLATA HUILA ESP;12584;12/27/2002
812000364;EMPRESA DE RECICLAJE, ASEO Y SERVICIOS DE MONTELIVANO S.A. ESP;12584;12/27/2002
815001544;ASEO PRADERA S.A. ESP;12584;12/27/2002
890100164;AUTOMERCANTIL DEL CARIBE LIMITADA;4535;6/03/2003
800041007;PROVIMI SA;4951;6/13/2003
800007473;PLEXIN LTDA;9699;11/24/2003
800249704;COLWAGEN S.A.;7789;9/18/2003
800243991;GRAVILLERA ALBANIA S.A.;2552;4/01/2003
800226901;RECICLENE S.A.;5488;7/04/2003
800200934;TETRA PAK LTDA;7993;9/24/2003
819003591;OPERADORA LOGISTICA DE SANTA MARTA S.A.;2553;4/01/2003
811025696;AUTOFAX S.A.;4541;6/03/2003
811011426;DISTRIBUCIONES MEDIFE LTDA;8680;10/17/2003
806014553;TUVACOL S.A.;8681;10/17/2003
830066623;STEAMCONTROL S.A.;7375;9/05/2003
830058272;COMPAÑÍA AMERICANA DE MULTISERVICIOS LTDA;1077;2/18/2003
830065063;LG ELECTRONICS COLOMBIA LIMITADA;1771;3/12/2003
830028931;SAMSUNG ELECTRONICS LATINOAMERICA COLOMBIA S.A. SELA COLOMBIA S.A.;7990;9/24/2003
830033177;FLEXON ESTRUCTURAS Y HERRAJES S.A.;5730;7/14/2003
830012269;GALDERMA DE COLOMBIA S.A.;208;1/16/2003
830015429;SALUD OCUPACIONAL SANITAS LIMITADA;207;1/16/2003
830004993;CASA TORO AUTOMOTRIZ S.A.;4544;6/03/2003
860000198;CARTONERIA INDUSTRIAL LIMITADA INDUCARTON;4542;6/03/2003
830106474;CONCRETERA TREMIX S.A.;4545;6/03/2003
830107617;FLEISCHMANN FOODS S.A.;7994;9/24/2003
830077655;PANAMERICANA OUTSOURCING S.A.;10625;12/23/2003
860400602;GRAN PAPELERIA BOLIVAR LTDA;206;1/16/2003
860053047;INTERMONDAL S.A.;3375;4/25/2003
860028238;FABRICA DE ESPECIAS Y PRODUCTOS EL REY S.A.;4543;6/03/2003
860028306;UNITED INTERNATIONAL PICTURES COLUMBIA TRISTAR LIMITADA;5044;6/17/2003
860031786;INDUSTRIAS FULLER PINTO S.A.;5046;6/17/2003
860023981;TRANSAEREO S.A.;7991;9/24/2003
860010469;LABORATORIOS ZOO LTDA.;7992;9/24/2003
860512330;SERVIENTREGA S.A.;9698;11/24/2003
890301686;MECANELECTRO CALI S.A.S.;5932;7/18/2003
890300554;SOCIEDAD DE COMERCIALIZACION INTERNACIONAL DE AZUCARES Y MIELES S.A. O C.I. DE AZUCARES Y MIELES S.A.;9151;11/05/2003
890114101;LEVYCTOR LIMITADA SINTEX;6892;8/21/2003
890329946;SISTEMAS INTEGRALES DE INFORMATICA S.A. SISA S.A.;4546;6/03/2003
890914779;DISTRIBUCIONES ANTIOQUIA S.A.;5534;7/08/2003
830051573;MEDIOS Y SERVICIOS INTEGRADOS MIS;10399;12/16/2003
830050346;NESTLE PURINA PET CARE DE COLOMBIA S.A.;3536;5/02/2003
800198076;TEC POINT S.A.;9152;11/05/2003
890933898;MERCAELECTRO LIMITADA;4540;6/03/2003
891500538;ICOBANDAS S.A.;9190;11/06/2003
860032115;CENTRO AUTOMOTOR DIESEL S.A CENTRODIESEL;5001;6/15/2004
800128680;REENCAFE LTDA;5392;6/24/2004
800058856;CLINICA DE URABA S.A;4181;5/21/2004
800032484;BIOCHEM FARMACEUTICA DE COLOMBIA LTDA;3626;5/06/2004
800013834;LABORATORIOS LA SANTE S.A;7892;9/07/2004
800229172;POLYBOL S.A.;7023;8/11/2004
800170865;SERVICIOS INDUSTRIALES DE LAVADO SIL LTDA.;9150;10/07/2004
811017576;LATINOAMERICANA TCA S.A.;7893;9/07/2004
805019560;PRIMERO DISTRIBUCIONES LTDA;4145;5/20/2004
805023269;TESA TAPE COLOMBIA LIMITADA;785;2/05/2004
805027617;SERVICIOS COMERCIALES COLOMBIA S A S;11981;12/27/2004
830075489;HSAC GERLEINCO LOGISTICA E.U.;786;2/05/2004
830058081;MINDSHARE DE COLOMBIA LTDA.;11828;12/21/2004
830060529;MEDIAEDGE CIA. LTDA.;11827;12/21/2004
830060602;IMEQUIPOS IMETAN S.A.;11127;11/30/2004
830044266;MERCEDES-BENZ COLOMBIA S.A.;6439;7/26/2004
830050228;ADECCO SERVICIOS COLOMBIA S.A.;5393;6/24/2004
830027558;IMEVI LIMITADA;834;2/06/2004
830025224;DHL GLOBAL FORWARDING ZONA FRANCA COLOMBIA S.A.;10613;11/19/2004
860000100;ANDIA LTDA.;6818;8/05/2004
830114921;COLOMBIA MOVIL S.A.;2135;3/17/2004
830121259;VIDRIOS EQUIPOS Y ACCESORIOS VEA Y CIA LTDA;4490;6/01/2004
